AID	role	content	content_segmented	number	songtablet	action	book
264	NULL	虧我無ㄙ共誰愁	虧/我/無/ㄙ/共/誰/愁	5.006	NULL	NULL	荔鏡記--嘉靖
265	NULL	潮州林郎有名聲	潮州/林/郎/有名聲	5.007	NULL	NULL	荔鏡記--嘉靖
266	NULL	廣東福建敢出名	廣東/福建/敢/出名	5.008	NULL	NULL	荔鏡記--嘉靖
267	NULL	不欠錢銀不欠食	不/欠錢/銀/不/欠/食	5.009	NULL	NULL	荔鏡記--嘉靖
268	NULL	另欠一ㄙ不十成	另/欠/一/ㄙ/不/十/成	5.01	NULL	NULL	荔鏡記--嘉靖
269	NULL	小子永豐倉林大爹便是	小/子/永豐/倉/林/大/爹/便/是	5.011	NULL	NULL	荔鏡記--嘉靖
270	NULL	阮母無分曉	阮/母/無/分曉	5.012	NULL	NULL	荔鏡記--嘉靖
271	NULL	生我一鼻障大	生/我/一/鼻/障/大	5.013	NULL	NULL	荔鏡記--嘉靖
272	NULL	許識物个	許/識/物/个	5.014	NULL	NULL	荔鏡記--嘉靖
273	NULL	盡稱呼做大官	盡/稱呼/做/大官	5.015	NULL	NULL	荔鏡記--嘉靖
274	NULL	許不識物个	許/不/識/物/个	5.016	NULL	NULL	荔鏡記--嘉靖
275	NULL	呼我做大鼻	呼/我/做/大/鼻	5.017	NULL	NULL	荔鏡記--嘉靖
276	NULL	莫說我田園廣闊	莫說/我/田園/廣/闊	5.018	NULL	NULL	荔鏡記--嘉靖
277	NULL	銀錢無賽	銀/錢/無/賽	5.019	NULL	NULL	荔鏡記--嘉靖
278	NULL	那是婚頭遲	那/是/婚/頭/遲	5.02	NULL	NULL	荔鏡記--嘉靖
279	NULL	未有一ㄙ通伴眠	未/有/一/ㄙ/通/伴/眠	5.021	NULL	NULL	荔鏡記--嘉靖
280	NULL	乞人說笑	乞/人/說/笑	5.022	NULL	NULL	荔鏡記--嘉靖
281	NULL	叫做無尾牛	叫做/無/尾/牛	5.023	NULL	NULL	荔鏡記--嘉靖
282	NULL	今冥正是元宵	今/冥/正是/元宵	5.024	NULL	NULL	荔鏡記--嘉靖
283	NULL	我心內愛上街體燈	我/心內/愛/上街/體/燈	5.025	NULL	NULL	荔鏡記--嘉靖
284	NULL	無人伴行	無/人/伴/行	5.026	NULL	NULL	荔鏡記--嘉靖
285	NULL	我不免唱一無ㄙ歌	我/不免/唱/一/無/ㄙ/歌	5.027	NULL	NULL	荔鏡記--嘉靖
286	NULL	解悶消遣	解悶/消遣	5.028	NULL	NULL	荔鏡記--嘉靖
287	NULL	行來去尋老卓	行/來去/尋/老/卓	5.029	NULL	NULL	荔鏡記--嘉靖
288	NULL	拙年無ㄙ守孤單	拙/年/無/ㄙ/守/孤單	5.03	四邊靜	NULL	荔鏡記--嘉靖
289	NULL	青R冷R無人相伴	青/R/冷/R/無/人/相伴	5.031	NULL	NULL	荔鏡記--嘉靖
290	NULL	日來獨自食	日/來/獨自/食	5.032	NULL	NULL	荔鏡記--嘉靖
291	NULL	冥來獨自宿	冥/來/獨自/宿	5.033	NULL	NULL	荔鏡記--嘉靖
292	NULL	行盡暗[日+賛]路	行/盡/暗/[/日/+/賛/]/路	5.034	NULL	NULL	荔鏡記--嘉靖
293	NULL	踏盡狗屎乾	踏/盡/狗/屎/乾	5.035	NULL	NULL	荔鏡記--嘉靖
294	NULL	盤盡人後牆	盤/盡/人/後/牆	5.036	NULL	NULL	荔鏡記--嘉靖
295	NULL	屎肚都蹊破	屎肚/都/蹊/破	5.037	NULL	NULL	荔鏡記--嘉靖
296	NULL	乞人力一著	乞/人力/一/著	5.038	NULL	NULL	荔鏡記--嘉靖
297	NULL	鬃仔去一半	鬃/仔/去/一半	5.039	NULL	NULL	荔鏡記--嘉靖
298	NULL	丈夫人無ㄙ	丈夫/人/無/ㄙ	5.04	NULL	NULL	荔鏡記--嘉靖
299	NULL	親像衣裳討無帶	親像/衣裳/討/無/帶	5.041	NULL	NULL	荔鏡記--嘉靖
300	NULL	諸娘人無婿	諸娘人/無/婿	5.042	NULL	NULL	荔鏡記--嘉靖
301	NULL	恰是船無舵	恰/是/船/無/舵	5.043	NULL	NULL	荔鏡記--嘉靖
302	NULL	拙東又拙西	拙/東/又/拙/西	5.044	NULL	NULL	荔鏡記--嘉靖
303	NULL	拙了無依倚	拙/了/無依倚	5.045	NULL	NULL	荔鏡記--嘉靖
304	NULL	人說	人/說	5.046	NULL	NULL	荔鏡記--嘉靖
305	NULL	一ㄙ強十被	一/ㄙ/強/十/被	5.047	NULL	NULL	荔鏡記--嘉靖
306	NULL	十被甲也寒	十/被/甲/也/寒	5.048	NULL	NULL	荔鏡記--嘉靖
307	NULL	只正是老卓門兜	只/正是/老/卓/門/兜	5.049	NULL	NULL	荔鏡記--嘉靖
308	NULL	不免叫一聲	不免/叫/一/聲	5.05	NULL	NULL	荔鏡記--嘉靖
309	NULL	誰人在許內	誰/人/在/許/內	5.051	mv	NULL	荔鏡記--嘉靖
310	NULL	共恁啞爹呾	共/恁/啞/爹/呾	5.052	NULL	NULL	荔鏡記--嘉靖
311	NULL	說是	說/是	5.053	NULL	NULL	荔鏡記--嘉靖
312	NULL	西街林大爹在只	西/街/林/大/爹/在/只	5.054	mv	NULL	荔鏡記--嘉靖
313	NULL	請伊得桃	請/伊/得/桃	5.055	NULL	NULL	荔鏡記--嘉靖
314	NULL	誰叫一聲	誰/叫/一/聲	5.056	賞宮花	內應 末上	荔鏡記--嘉靖
315	NULL	應世出外廳	應世/出外/廳	5.057	NULL	NULL	荔鏡記--嘉靖
316	NULL	不知是乜人	不/知/是/乜人	5.058	NULL	NULL	荔鏡記--嘉靖
317	NULL	元來是林大兄	元/來/是/林/大兄	5.059	NULL	NULL	荔鏡記--嘉靖
318	淨	我今請你無別事	我/今/請/你/無/別/事	5.06	NULL	NULL	荔鏡記--嘉靖
319	NULL	那因無ㄙ費心情	那/因/無/ㄙ/費心情	5.061	NULL	NULL	荔鏡記--嘉靖
320	末	林兄	林/兄	5.062	NULL	NULL	荔鏡記--嘉靖
321	NULL	錢到ㄙ便	錢/到/ㄙ/便	5.063	NULL	NULL	荔鏡記--嘉靖
322	淨	誰人ㄙ卜租人	誰/人/ㄙ/卜/租/人	5.064	NULL	NULL	荔鏡記--嘉靖
323	末	和尚ㄙ，卜租人	和尚/ㄙ/，/卜/租/人	5.065	NULL	NULL	荔鏡記--嘉靖
324	NULL	林兄請坐	林/兄/請/坐	5.066	NULL	笑介末白	荔鏡記--嘉靖
325	淨	免坐	免/坐	5.067	NULL	NULL	荔鏡記--嘉靖
326	末	未知林兄貴幹	未知/林/兄/貴/幹	5.068	NULL	NULL	荔鏡記--嘉靖
327	淨	卜請你幹事	卜/請/你/幹事	5.069	NULL	NULL	荔鏡記--嘉靖
328	末	幹乜事	幹/乜/事	5.07	NULL	NULL	荔鏡記--嘉靖
329	淨	今冥正是元宵	今/冥/正是/元宵	5.071	NULL	NULL	荔鏡記--嘉靖
330	NULL	直來招兄你看燈	直/來/招/兄/你/看/燈	5.072	NULL	NULL	荔鏡記--嘉靖
331	NULL	因便体群姐得桃	因/便/体/群/姐/得/桃	5.073	NULL	NULL	荔鏡記--嘉靖
332	末	小弟今無心看燈	小弟/今/無/心/看/燈	5.074	NULL	NULL	荔鏡記--嘉靖
333	NULL	林兄你愛惹事	林/兄/你/愛/惹事	5.075	NULL	NULL	荔鏡記--嘉靖
334	淨	老卓	老/卓	5.076	NULL	NULL	荔鏡記--嘉靖
335	NULL	你不見俗人說	你/不/見/俗/人/說	5.077	NULL	NULL	荔鏡記--嘉靖
336	末	俗人可做侢說	俗/人/可/做/侢/說	5.078	NULL	NULL	荔鏡記--嘉靖
337	淨	世上若無花共酒	世上/若無/花/共/酒	5.079	NULL	NULL	荔鏡記--嘉靖
338	NULL	任你千歲待如何	任/你/千/歲/待/如何	5.08	NULL	NULL	荔鏡記--嘉靖
339	NULL	小弟今不惹事	小弟/今/不/惹事	5.081	NULL	笑介	荔鏡記--嘉靖
340	NULL	相共來去無妨	相共/來去/無妨	5.082	NULL	NULL	荔鏡記--嘉靖
341	末	待小弟叫簡仔討檳榔食	待/小弟/叫/簡仔/討/檳榔/食	5.083	NULL	NULL	荔鏡記--嘉靖
342	淨	向說	向/說	5.084	NULL	NULL	荔鏡記--嘉靖
343	NULL	多承	多/承	5.085	NULL	NULL	荔鏡記--嘉靖
344	末	值簡仔在許內，討檳榔食	值/簡仔/在/許/內/，/討/檳榔/食	5.086	x	NULL	荔鏡記--嘉靖
345	NULL	有乜好客在外廳	有/乜/好客/在外/廳	5.087	mv	占上	荔鏡記--嘉靖
346	NULL	手捧檳榔出外行	手/捧/檳榔/出外/行	5.088	NULL	NULL	荔鏡記--嘉靖
347	淨	老卓	老/卓	5.089	NULL	見介淨白	荔鏡記--嘉靖
348	NULL	你值時討一个媳婦拙爽利	你/值/時/討/一/个/媳/婦/拙/爽/利	5.09	NULL	NULL	荔鏡記--嘉靖
349	末	林兄如魯	林/兄/如/魯	5.091	NULL	NULL	荔鏡記--嘉靖
350	NULL	只是我飼个	只是/我/飼/个	5.092	NULL	NULL	荔鏡記--嘉靖
351	末	踝林大爺一踝	踝/林/大/爺/一/踝	5.093	NULL	占介末白	荔鏡記--嘉靖
352	淨	名叫乜	名叫/乜	5.094	NULL	NULL	荔鏡記--嘉靖
353	NULL	後來好相叫	後來/好/相/叫	5.095	NULL	NULL	荔鏡記--嘉靖
354	末	名叫春來	名叫/春/來	5.096	NULL	NULL	荔鏡記--嘉靖
355	占	請檳榔	請/檳榔	5.097	NULL	NULL	荔鏡記--嘉靖
356	占	林大爺	林/大/爺	5.098	NULL	淨食介占白介	荔鏡記--嘉靖
357	NULL	食檳榔便食	食/檳榔/便/食	5.099	NULL	NULL	荔鏡記--嘉靖
358	NULL	捻人手痛痛乜事	捻/人手/痛/痛/乜/事	5.1	NULL	NULL	荔鏡記--嘉靖
359	淨	只一查ㄙ仔不識物	只/一/查/ㄙ仔/不/識/物	5.101	NULL	NULL	荔鏡記--嘉靖
360	NULL	我捻手看大啞小	我/捻/手/看/大/啞/小	5.102	NULL	NULL	荔鏡記--嘉靖
361	NULL	卜打手指乞你	卜/打/手指/乞/你	5.103	NULL	NULL	荔鏡記--嘉靖
362	占	林大爺，多謝	林/大/爺/，/多謝	5.104	NULL	NULL	荔鏡記--嘉靖
363	淨	只來，只來	只/來/，/只/來	5.105	NULL	NULL	荔鏡記--嘉靖
364	NULL	都未有灰	都/未/有/灰	5.106	NULL	NULL	荔鏡記--嘉靖
365	末	林兄，小神	林/兄/，/小/神	5.107	NULL	淨介淨力末白	荔鏡記--嘉靖
366	淨	大身翁，乜小神	大身/翁/，/乜/小/神	5.108	NULL	NULL	荔鏡記--嘉靖
367	末	林兄相共來去	林/兄/相共/來去	5.109	NULL	NULL	荔鏡記--嘉靖
368	NULL	今冥是元宵景致	今/冥/是/元宵/景致	5.11	賞宮花	NULL	荔鏡記--嘉靖
369	NULL	誰厝娘仔不上街來遊嬉	誰/厝/娘仔/不/上街/來/遊/嬉	5.111	NULL	NULL	荔鏡記--嘉靖
370	NULL	我[亻+群]只街頭巷尾看平宜	我/[/亻/+/群/]/只/街頭/巷尾/看/平/宜	5.112	NULL	NULL	荔鏡記--嘉靖
371	NULL	林兄	林/兄	5.113	NULL	NULL	荔鏡記--嘉靖
372	NULL	那畏了病成相思	那/畏/了/病/成/相思	5.114	NULL	NULL	荔鏡記--嘉靖
373	淨	拙年孤單獨自	拙/年/孤單/獨自	5.115	NULL	NULL	荔鏡記--嘉靖
374	NULL	有ㄙ緣分那就今冥	有/ㄙ/緣/分/那/就/今/冥	5.116	NULL	NULL	荔鏡記--嘉靖
375	末	好元宵強過別冥	好/元宵/強/過/別/冥	5.117	NULL	NULL	荔鏡記--嘉靖
376	NULL	鼓樂吹唱	鼓/樂/吹/唱	5.118	NULL	NULL	荔鏡記--嘉靖
377	NULL	會處都佃	會/處/都/佃	5.119	NULL	NULL	荔鏡記--嘉靖
378	NULL	滿街鑼鼓鬧喧天	滿/街/鑼鼓/鬧/喧/天	5.12	NULL	NULL	荔鏡記--嘉靖
379	NULL	不禁夜	不禁/夜	5.121	NULL	NULL	荔鏡記--嘉靖
380	NULL	人人歡喜	人人/歡喜	5.122	NULL	NULL	荔鏡記--嘉靖
381	NULL	得桃人須趁後生	得/桃/人/須/趁/後生	5.123	NULL	NULL	荔鏡記--嘉靖
382	NULL	有ㄙ緣分那就今冥	有/ㄙ/緣/分/那/就/今/冥	5.124	NULL	NULL	荔鏡記--嘉靖
383	淨	今冥元宵月半	今/冥/元宵/月/半	5.125	滴溜子	NULL	荔鏡記--嘉靖
384	NULL	恁一齊相共去看	恁/一齊/相共/去/看	5.126	NULL	NULL	荔鏡記--嘉靖
385	末	好鰲山	好/鰲/山	5.127	NULL	NULL	荔鏡記--嘉靖
386	NULL	鰲山上結綵好看	鰲/山/上/結/綵/好看	5.128	NULL	NULL	荔鏡記--嘉靖
387	NULL	張鬬人物盡都會活	張/鬬/人物/盡/都會/活	5.129	NULL	NULL	荔鏡記--嘉靖
388	淨	卓兄	卓/兄	5.13	NULL	NULL	荔鏡記--嘉靖
389	NULL	鰲山上都是傀儡仔	鰲/山/上/都/是/傀儡/仔	5.131	NULL	NULL	荔鏡記--嘉靖
390	NULL	不免去托一个來去得桃	不免/去/托/一/个/來去/得/桃	5.132	NULL	NULL	荔鏡記--嘉靖
391	末	不通	不/通	5.133	NULL	NULL	荔鏡記--嘉靖
392	NULL	林兄小人	林/兄/小人	5.134	NULL	NULL	荔鏡記--嘉靖
393	NULL	是誰	是/誰	5.135	NULL	內噉淨走	荔鏡記--嘉靖
394	NULL	都是潘兄	都/是/潘/兄	5.136	NULL	NULL	荔鏡記--嘉靖
395	NULL	請那	請/那	5.137	NULL	內應末介	荔鏡記--嘉靖
396	淨	才自是乜人喝噉	才/自是/乜人/喝/噉	5.138	NULL	NULL	荔鏡記--嘉靖
397	末	是官府出來看燈	是/官府/出來/看/燈	5.139	NULL	NULL	荔鏡記--嘉靖
398	淨	今冥官民同樂	今/冥/官/民/同樂	5.14	NULL	NULL	荔鏡記--嘉靖
399	NULL	人R愛	人/R/愛	5.141	NULL	NULL	荔鏡記--嘉靖
400	NULL	風調雨順	風/調/雨/順	5.142	NULL	NULL	荔鏡記--嘉靖
401	NULL	國泰民安	國/泰/民/安	5.143	NULL	NULL	荔鏡記--嘉靖
402	NULL	拙年無ㄙ守空房	拙/年/無/ㄙ/守空房	5.144	NULL	NULL	荔鏡記--嘉靖
403	NULL	今日好人來相逢	今/日/好人/來/相逢	5.145	NULL	NULL	荔鏡記--嘉靖
404	NULL	不畏無人通中我	不/畏/無/人/通/中/我	5.146	NULL	NULL	荔鏡記--嘉靖
405	NULL	只怕小子不中人	只/怕/小/子/不/中人	5.147	NULL	NULL	荔鏡記--嘉靖
406	NULL	五娘賞燈	五娘/賞/燈	6	NULL	第六出	荔鏡記--嘉靖
407	旦占	元宵景好天時	元宵/景/好天/時	6.001	婁婁金	NULL	荔鏡記--嘉靖
408	NULL	人物好打扮	人物/好/打扮	6.002	NULL	NULL	荔鏡記--嘉靖
409	NULL	金釵十二	金/釵/十/二	6.003	NULL	NULL	荔鏡記--嘉靖
410	NULL	滿城王孫士女都來遊嬉	滿/城/王/孫/士/女/都/來/遊/嬉	6.004	NULL	NULL	荔鏡記--嘉靖
411	NULL	今冥燈光月團圓	今/冥/燈光/月/團圓	6.005	NULL	NULL	荔鏡記--嘉靖
412	NULL	琴絃笙簫鬧滿街市	琴/絃/笙/簫/鬧/滿/街市	6.006	NULL	NULL	荔鏡記--嘉靖
413	NULL	元宵好景巧安排	元宵/好景/巧/安排	6.007	NULL	NULL	荔鏡記--嘉靖
414	NULL	鑼鼓鬧咳咳	鑼鼓/鬧/咳咳	6.008	NULL	NULL	荔鏡記--嘉靖
415	NULL	千金一刻元宵景	千金/一/刻/元宵/景	6.009	NULL	NULL	荔鏡記--嘉靖
416	NULL	雖那吝財也不吝財	雖/那/吝/財/也/不/吝/財	6.01	NULL	NULL	荔鏡記--嘉靖
417	占	元宵好景家家樂	元宵/好景/家/家/樂	6.011	NULL	NULL	荔鏡記--嘉靖
418	NULL	簫鼓喧天處處聞	簫/鼓/喧/天/處/處/聞	6.012	NULL	NULL	荔鏡記--嘉靖
419	NULL	樓臺上下火照火	樓/臺/上/下/火/照/火	6.013	NULL	丑上三合	荔鏡記--嘉靖
420	NULL	車馬來去人看人	車/馬/來去/人看人	6.014	NULL	NULL	荔鏡記--嘉靖
421	NULL	啞娘，萬福	啞/娘/，/萬福	6.015	NULL	見介	荔鏡記--嘉靖
422	旦	李婆來，貴幹	李/婆/來/，/貴/幹	6.016	NULL	NULL	荔鏡記--嘉靖
423	丑	婆仔無事不上下門	婆仔/無/事/不/上/下/門	6.017	NULL	NULL	荔鏡記--嘉靖
424	占	正是高門	正是/高門	6.018	NULL	NULL	荔鏡記--嘉靖
425	丑	今人行下門可多	今/人/行/下/門/可/多	6.019	NULL	NULL	荔鏡記--嘉靖
426	NULL	好說，啞娘得知	好/說/，/啞/娘/得/知	6.02	NULL	NULL	荔鏡記--嘉靖
427	NULL	今冥是元宵景致	今/冥/是/元宵/景致	6.021	NULL	NULL	荔鏡記--嘉靖
428	NULL	滿街滿巷點放花燈	滿/街/滿/巷/點/放/花燈	6.022	NULL	NULL	荔鏡記--嘉靖
429	NULL	高結鰲山	高/結/鰲/山	6.023	NULL	NULL	荔鏡記--嘉靖
430	NULL	婆仔直來招啞娘上街看燈	婆仔/直/來/招/啞/娘/上街/看/燈	6.024	NULL	NULL	荔鏡記--嘉靖
431	NULL	不知啞娘心中興不	不/知/啞/娘/心/中興/不	6.025	NULL	NULL	荔鏡記--嘉靖
432	旦	婦人之德不出閨門	婦人/之/德/不/出閨/門	6.026	NULL	NULL	荔鏡記--嘉靖
433	NULL	阮厝也有幾盞花燈	阮/厝/也/有/幾/盞/花燈	6.027	NULL	NULL	荔鏡記--嘉靖
434	NULL	那留你只處賞可好	那/留/你/只/處/賞/可/好	6.028	NULL	NULL	荔鏡記--嘉靖
435	丑	天日啞	天/日/啞	6.029	NULL	NULL	荔鏡記--嘉靖
436	NULL	恁厝雖有花燈	恁厝/雖/有/花燈	6.03	NULL	NULL	荔鏡記--嘉靖
437	NULL	侢及許街上滿街花	侢/及/許/街/上/滿/街/花	6.031	NULL	NULL	荔鏡記--嘉靖
438	NULL	許多寶貝	許/多/寶貝	6.032	NULL	NULL	荔鏡記--嘉靖
439	NULL	那不去看也可惜除	那/不/去/看/也/可惜/除	6.033	NULL	NULL	荔鏡記--嘉靖
440	占	啞娘	啞/娘	6.034	NULL	NULL	荔鏡記--嘉靖
441	NULL	今冥是元宵大鬧	今/冥/是/元宵/大/鬧	6.035	NULL	NULL	荔鏡記--嘉靖
442	NULL	街上都是公子、王孫	街/上/都/是/公子/、/王/孫	6.036	NULL	NULL	荔鏡記--嘉靖
443	NULL	上街答歌	上街/答/歌	6.037	NULL	NULL	荔鏡記--嘉靖
444	NULL	來去看也不畏	來去/看/也/不/畏	6.038	NULL	NULL	荔鏡記--嘉靖
445	旦	見是障說	見/是/障/說	6.039	NULL	NULL	荔鏡記--嘉靖
446	NULL	益春	益/春	6.04	NULL	NULL	荔鏡記--嘉靖
447	NULL	你入內去點一燈來去	你/入/內/去/點/一/燈/來去	6.041	NULL	NULL	荔鏡記--嘉靖
448	丑	啞娘	啞/娘	6.042	NULL	入	荔鏡記--嘉靖
449	NULL	滿街滿巷無乜光燈	滿/街/滿/巷/無/乜/光/燈	6.043	NULL	NULL	荔鏡記--嘉靖
450	NULL	點燈要乜用	點燈/要/乜/用	6.044	NULL	NULL	荔鏡記--嘉靖
451	旦	婦人夜行以燭	婦人/夜行/以/燭	6.045	NULL	NULL	荔鏡記--嘉靖
452	NULL	無燭則止	無/燭/則/止	6.046	NULL	NULL	荔鏡記--嘉靖
453	丑	啞娘說是	啞/娘/說/是	6.047	NULL	NULL	荔鏡記--嘉靖
454	旦唱	正月十五冥	正月/十/五/冥	6.048	大迓鼓	占下上介	荔鏡記--嘉靖
455	NULL	厝厝人點燈	厝/厝/人/點燈	6.049	NULL	NULL	荔鏡記--嘉靖
456	NULL	是實可吝	是/實/可/吝	6.05	NULL	NULL	荔鏡記--嘉靖
457	NULL	三街六巷好燈棚	三/街/六/巷/好/燈/棚	6.051	NULL	NULL	荔鏡記--嘉靖
458	NULL	又兼月光風又靜	又/兼/月光/風/又/靜	6.052	NULL	NULL	荔鏡記--嘉靖
459	NULL	來去得桃到五更	來去/得/桃/到/五/更	6.053	NULL	NULL	荔鏡記--嘉靖
460	丑占	元宵景，有十成	元宵/景/，/有/十/成	6.054	NULL	NULL	荔鏡記--嘉靖
461	NULL	賞燈人都齊整	賞/燈/人/都/齊/整	6.055	NULL	NULL	荔鏡記--嘉靖
462	NULL	辦出鰲山景致	辦/出/鰲/山/景致	6.056	NULL	NULL	荔鏡記--嘉靖
463	NULL	抽出王祥臥冰丁蘭刻母	抽出/王/祥臥/冰/丁/蘭/刻/母	6.057	NULL	NULL	荔鏡記--嘉靖
464	NULL	盡都會活	盡/都會/活	6.058	NULL	NULL	荔鏡記--嘉靖
465	NULL	張拱鶯鶯圍棋	張/拱/鶯/鶯/圍棋	6.059	NULL	NULL	荔鏡記--嘉靖
466	NULL	宛然真正	宛然/真正	6.06	NULL	NULL	荔鏡記--嘉靖
467	NULL	障般景致實是惡[扌+(NULL,(NULL,ㄊ+廾))]	障/般/景致/實/是/惡/[/扌/+/(/NULL/,/(/NULL/,/ㄊ/+/廾/)/)/]	6.061	NULL	NULL	荔鏡記--嘉靖
468	NULL	恁今相隨再來去看	恁/今/相隨/再/來去/看	6.062	NULL	NULL	荔鏡記--嘉靖
469	NULL	RRR	RRR	6.063	NULL	NULL	荔鏡記--嘉靖
470	丑白	唆阿唆，唆阿唆唆恁婆	唆/阿/唆/，/唆/阿/唆/唆/恁/婆	6.064	NULL	內划船唱歌介	荔鏡記--嘉靖
471	旦	幸得三陽開泰	幸得/三/陽/開/泰	6.065	皂羅袍	三合介占	荔鏡記--嘉靖
472	占	李婆	李/婆	6.066	NULL	內唱	荔鏡記--嘉靖
473	NULL	許處正是乜事	許/處/正是/乜/事	6.067	NULL	NULL	荔鏡記--嘉靖
474	丑	許正是人打千秋	許/正是/人/打/千/秋	6.068	NULL	NULL	荔鏡記--嘉靖
475	旦	打千秋盡都結綵	打/千/秋/盡/都/結/綵	6.069	NULL	內介	荔鏡記--嘉靖
476	旦	李婆	李/婆	6.07	NULL	NULL	荔鏡記--嘉靖
477	NULL	許處人鼓陳，正是乜事	許/處/人/鼓/陳/，/正是/乜/事	6.071	NULL	NULL	荔鏡記--嘉靖
478	丑	許是許一火後生	許/是/許/一/火/後生	6.072	NULL	NULL	荔鏡記--嘉靖
479	NULL	在許燈下打獅	在/許/燈/下/打/獅	6.073	x	NULL	荔鏡記--嘉靖
480	占	正是人弄獅	正是/人/弄獅	6.074	NULL	NULL	荔鏡記--嘉靖
481	旦	滿街鑼鼓鬧咳咳	滿/街/鑼鼓/鬧/咳咳	6.075	NULL	NULL	荔鏡記--嘉靖
482	NULL	各處人聽知	各/處/人/聽/知	6.076	NULL	NULL	荔鏡記--嘉靖
483	NULL	盡都來	盡/都/來	6.077	NULL	NULL	荔鏡記--嘉靖
484	占	簡今隨娘到只蓬萊	簡/今/隨/娘/到/只/蓬萊	6.078	NULL	NULL	荔鏡記--嘉靖
485	旦	看許百樣花燈	看/許/百/樣/花燈	6.079	NULL	NULL	荔鏡記--嘉靖
486	NULL	盡巧安排	盡/巧/安排	6.08	NULL	NULL	荔鏡記--嘉靖
487	NULL	遊賞好元宵	遊賞/好/元宵	6.081	NULL	NULL	荔鏡記--嘉靖
488	NULL	人人心愛	人人/心愛	6.082	NULL	NULL	荔鏡記--嘉靖
489	占	娘仔	娘仔	6.083	NULL	NULL	荔鏡記--嘉靖
490	NULL	相隨到只	相隨/到/只	6.084	NULL	NULL	荔鏡記--嘉靖
491	NULL	鞋緊履短步難移	鞋/緊/履/短/步/難/移	6.085	NULL	旦介	荔鏡記--嘉靖
492	丑	益春	益/春	6.086	NULL	NULL	荔鏡記--嘉靖
493	NULL	恁啞娘木屐擺了	恁/啞/娘/木屐/擺/了	6.087	NULL	NULL	荔鏡記--嘉靖
494	NULL	快共伊移正	快/共/伊/移/正	6.088	NULL	內打鑼介	荔鏡記--嘉靖
495	旦	許處正是人乜事	許/處/正是/人/乜/事	6.089	NULL	NULL	荔鏡記--嘉靖
496	丑	啞娘，莫驚	啞/娘/，/莫/驚	6.09	NULL	NULL	荔鏡記--嘉靖
497	NULL	許是落後生仔食了飽	許/是/落後/生仔/食/了/飽	6.091	NULL	NULL	荔鏡記--嘉靖
498	NULL	刈山香打鑼	刈/山香/打/鑼	6.092	NULL	NULL	荔鏡記--嘉靖
499	占	許一人頭毛放如	許/一/人頭/毛/放/如	6.093	NULL	NULL	荔鏡記--嘉靖
500	NULL	許處那跳乜事	許/處/那/跳/乜/事	6.094	NULL	NULL	荔鏡記--嘉靖
501	丑	許是跳翁个	許/是/跳/翁/个	6.095	NULL	NULL	荔鏡記--嘉靖
502	占	許跳翁仔	許/跳/翁/仔	6.096	NULL	NULL	荔鏡記--嘉靖
503	NULL	恁莫得去沖著伊	恁/莫/得/去/沖著/伊	6.097	NULL	NULL	荔鏡記--嘉靖
504	丑	許跳翁个見恁諸娘人	許/跳/翁/个/見/恁/諸娘人	6.098	NULL	NULL	荔鏡記--嘉靖
505	NULL	伊莽跳恁身上來	伊/莽/跳/恁/身/上來	6.099	NULL	NULL	荔鏡記--嘉靖
506	占	李婆	李/婆	6.1	NULL	NULL	荔鏡記--嘉靖
507	NULL	莫如呾	莫/如/呾	6.101	NULL	NULL	荔鏡記--嘉靖
508	旦	輕輕閃覓只街邊	輕輕/閃/覓/只/街/邊	6.102	NULL	NULL	荔鏡記--嘉靖
509	占	前頭人來惡逃避	前/頭人/來/惡/逃/避	6.103	NULL	NULL	荔鏡記--嘉靖
510	旦	緊緊來去	緊緊/來去	6.104	NULL	NULL	荔鏡記--嘉靖
511	NULL	又畏人疑	又/畏/人/疑	6.105	NULL	NULL	荔鏡記--嘉靖
512	NULL	尋香愛月	尋/香/愛/月	6.106	NULL	NULL	荔鏡記--嘉靖
513	NULL	不是孜娘體例	不是/孜/娘/體/例	6.107	NULL	NULL	荔鏡記--嘉靖
514	NULL	清明冷丁時節雨紛紛	清明/冷/丁/時節/雨/紛紛	6.108	NULL	內唱介	荔鏡記--嘉靖
515	NULL	冷丁冷打丁，打个冷	冷/丁/冷/打/丁/，/打/个/冷	6.109	NULL	NULL	荔鏡記--嘉靖
516	NULL	愛个冷打丁	愛/个/冷/打/丁	6.11	NULL	NULL	荔鏡記--嘉靖
517	NULL	路上行人欲斷魂	路/上/行人/欲/斷魂	6.111	NULL	NULL	荔鏡記--嘉靖
518	NULL	冷丁冷打丁，打个冷	冷/丁/冷/打/丁/，/打/个/冷	6.112	NULL	NULL	荔鏡記--嘉靖
519	NULL	愛个冷打丁	愛/个/冷/打/丁	6.113	NULL	NULL	荔鏡記--嘉靖
520	NULL	借問酒家何處有	借問/酒家/何處/有	6.114	NULL	NULL	荔鏡記--嘉靖
521	NULL	冷丁冷打丁，打个冷	冷/丁/冷/打/丁/，/打/个/冷	6.115	NULL	NULL	荔鏡記--嘉靖
522	NULL	愛个冷打丁	愛/个/冷/打/丁	6.116	NULL	NULL	荔鏡記--嘉靖
523	NULL	牧童遙指杏花村	牧/童/遙/指/杏/花/村	6.117	NULL	NULL	荔鏡記--嘉靖
